354,Kalina,1918-08-01,1995-02-06,460.39,eoGpHBJBQkRiNOTzAtMTWVfWDvYmTNsdIxByOnWtlvIXHSYQGJchAJHBEBEbetvXbIrwmKhQGwHmomXuLcqcEgaWlCmNfKih MeMfJIeBaARwRs cigngrvLItlfXguVHhaDHednUtwFaLlM kuicK eiBYkNYfRMLXVwAURnejcuqfntSacBnMtaqtZWXUshnJZ GIHYABhDLacgGXLhkuCbcByCFJuWVzlhcOEALpeAzrQvmC,21:04,22:00,255,5606.31
355,Claresta,1967-08-11,1960-04-19,185.54,ufAWLXHheSotGRJHjgAbBBOssZOBOXrekHfDlsHwNuNmwmVHSerLeVcYhSlUlreJEvMDLocYWBJQodmWqWxxCBROEQKopXeUtGzfoPzEFIggnUPwcebTZilcwSMiCkRyqnPBSHEfuCmaxeanbLlyKUJDqXYXAVxSEPr qppyIQGKZRcartlCLBljyhpSSNDQ,0:07,22:41,256,8633.07
356,Harrietta,1971-08-26,1976-11-04,973.26,sjcyoK yYkkNKHFrbysvuZqCyMfXIgkTVuHgnxRbrzmzRWMfLXPiFqeZzbsITJxiWEAkkNvg W fsCeLRhjidujzBCHrTSkJGUIOAQymfHSTitKpYJQBCcQKsZoMciGbCVwRQRHwEMFYClYURX dGtNLFKJArIoCp huCIOwRyXreWKdonarDqpjdRcIBoLfsLkYr,1:32,23:54,257,7713.56
357,Kathy,1951-03-21,1954-07-17,710.62,CvOenQDP MgZTgbvyYsvOmIkcyLJ FVeaJIMjAZUOMfqAecrxvxNLoMthpKJMPbeuCpkhDZuJwyMgRlwWqFSsUQMFOlTIeUMYmWjmspoDghJTgZOAROncyyKcCPxaCEGyEFNVOcAsIqOdEgIdLPsKWSELsfTPWxqSqNjmmkE,21:52,1:21,258,2821.4
358,Alexine,1967-08-13,1997-05-05,262.84,ezfSAdSekehldPSMBEvsERLKeDNlaIBXrQtlEMWOBChpqhwLlLqUjrdYHtugoRVpLFmXdGqvhyOzTYrUvULOgTjnIwYI WucBPpmGdjcVYVlKViqRKwgqqibSYBluJtdLriOdgmypaopvVGOvWFlCjhmMucMjzdYeNPPwXmfJTSwRPxLayHn aRYCBoiqjzSjasNeyDZmQgoICLHsHoKhZFZpdhrcnILkMpNbli,8:49,21:17,259,9315.52
359,Carilyn,1948-08-18,1965-11-13,752.57,lxRowNOiLpKeyqcGZAePvTSKOjgrcQnaCLqmrJeiMfCBkRWUJVHaOWlYsYnrCAaDDOvGfYEaFYU fOKhnVTjGxSe ZumTZpiivAOSutYLpmPhPzGSCWhZZOEHZLqMDWUs  LMnulYVlKiwcEUyTRtXXEdqYBWFRIebMbyqPhmusLhXbpOybxiX UdqS jVOMhqGVokQfObToCodUDXa YBprmEhinsQadG SMyeGhHlEKGlwPcbmk,6:27,20:49,260,3729.71
360,Lilith,1933-02-11,1929-04-01,132.04,GJvejykZpBncHJOSnzbIMRtsudXtxDKqpbtfkexrLMNOjFtLDtjqwhqpqoRmfbbkOWaUmWIOTqpPBfKABVvTqxaDoaqujQkhEuTQqQpaxnresYHohYBh ZMzPqPwjHnUEzjhBpO IYmMkbybdFeiuvzbMWpIDkznvRjhfeYhyPKLxtdoulBaWIzsXkJYzLdeUy,1:54,21:35,261,2612.68
361,Mariele,1958-06-28,1976-01-11,384.13,BNTZwZPAIEmudosRoIFnfNDTsjEjoqNZfuVRoGAzpQrYwgxTDTOobjozhfPsFDRqgNTnQBOkkVsxYdXAXAbMINjHa fixvCOEGlRqHkiAYD  VULaLeqNnzmTBWgwYZkiWVjAwibeCSivHkMITfkGr,21:46,09:17,262,4653.02
362,Bibby,1989-04-06,1902-05-27,230.75,yqdrKZnwLBEJZIRsndiGTBEULDgdIFzpwBXLqzuiJtjqFPvDroVJlttKsDjdWKXOwWijJjNqVbTXvgZCQeEReCRWvDAqsPhpvxHmLOjIBwgkrqaklXzQhMKmgLq QxQeuryJjdHxiDiwpTqhhhtbRiDPAfnGaIILeemaCqYEEXGliEhOgXjPSpNPfkwhkzYqDbRenuyuKCDDjiffoGAmVhsoRuMyOnGDVaZeyCAaYcwaaEKwRHs,12:50,21:35,263,6609.34
363,Sean,1902-08-10,2002-01-04,5.99,uuUtTEERsjTVxlKDxDnMbFJvsBTomnkIcOLUHVjmKMdOCmKcUMKAabhNVTbvtXBSQeIyo UQdhyfSWqfKEVAXdbcwnJwEraYXROclkAWQnwc Iqe SfuUgtrAvGoqvmlrUCughUFHdGePchcnNdFPzwQsnZVplOtoCBQXAZnbtrJfTBa ycdeuUvQLYxMWsRRbLxpMhmzNqxw,22:43,23:32,264,8255.26
364,Alleen,1997-11-23,2017-08-04,761.42,k WMWcmseQRnNeXuRHpljwAZVyEIhUoRXOkoTghJGeUoWtDXn wDKSYOANOEckiWRDzKCCuqDmiSOEVDNxAQyyleAdXbrZB QmoZNsxLaPmYZJWtwgLDmYhSDPsDzZayInKyvXMhaLRFheSbDLt JLQIzoyLfZNimocFwjGgtdzkCHMBqUaMGZDZgVoVgahVj VlgIIXRaQlXKMaBJhfMZ,21:27,00:12,265,5417.05
365,Drucie,1914-10-14,1907-05-28,742.68,YXeQWQMylzsCoqZDGMkIgeBKhwcFQbAFMJyYnlZiluUOGt pXRQMjoKIg BHTZcRpoVrYELHiyNOmNPtenbEQrAYfNoY YAzWSbCleRDKJbinCvqkXxOZfLzefuLUGbjQjtnMJZOnwQNXbjuqmHamRYToGpTJxeZUqWGANuPZHWPmWAXdfSdOJmvNjkxmsSUgoIcsfWCpMHTAwkDBWNwGnAtbiNcmvqXcHzZfXqcCBrCSCcoFCK,23:57,20:25,266,9675.09
366,Maurene,2019-10-17,2019-11-22,308.52,UCnXke L ibkgDo LVnftHenYAGlkTcGkJItoBChfuqrSqHPzxoCpmvIbqZxgJoOWQWQuummbNIBuKzwFKRISWXGO GGxRoAgdGheznkmlYnTxYallIaztmmTjPTdhnFBOXDaghRsSAeNcOID ZxahtZDAlrCbuNF EXNqKbrjegu URVpyLYgPeWzCF nUGStuJJELPjGtQqlk,9:18,00:11,267,1921.46
367,Alleen,1971-05-08,1954-07-04,870.81,qSaBGoqLNdKciFCMVDoMCpz FyvbKYzmtfaJcyRFSXGJehLpF VOkZqiWPmftTAiGpGSyvNwwHhMIqcprtwnjqaDlJnrCEkDZuRTelAIseKiIEdXYvXYDldQKJovYulPjvILezyrmLcIJHc,22:20,22:00,268,1617.39
368,Lucille,1963-09-18,1918-01-24,125.78,BPzGnbMmSNXfCHCKPyMFjXpPvjJpTCGRyMICQJVjkTizNoYiVjAemDqt GKgzX GJxZSNHNZHXdQmBblowHslaSQzUFwlqZls GhRHXXypBSUd khXpUXksOsPsUyEnWxpGLwnWdIGzKGsOv lVsRnMbUqBKN  tgNcBBlIWftILaZuDUDkRJhVMoCDTXGIKELTZhNCjZuIEoQAJNJ MRVvLsJcIHFislEElUjQYwrPWGJoqQINIFxnTCX,08:36,9:28,269,9414.71
369,Farrah,1951-12-24,1981-07-15,954.92,FGnm qdVicfEDQcFVkJSiuIERrTUeUVl cxvVegCyoQehkocwBKRfVXjpmwxcsFPNalvZuCQzckAYKFvcGXdnAAyzWhvZONddXhYv UPFJEIQGkPLgAKkzmlrENjhuHqfGK,21:51,22:51,270,4620.44
370,Fanchon,2001-02-18,1936-05-20,935.18,LIYqgxM vExdlFjrLHZqL VQWvOSHVKnnTHTXaSCCvUwsbbHMJivyiTuKoxJAZjFnlcghYzUUSlOpiOluJnWEDhfEkPwuELwra CZgZzcVgotpmEJCRhdPbDJulaGteirlLkcB J sTaIZMrbSnGUeAhEOOFoKppRcmzv RFqWfogdTF jZZIkukY,21:55,22:17,271,3207.43
371,Doro,1914-09-21,1994-05-20,231.62,mxPhwWFlqJBGKiGjkItKpXgiKatNnnHurGrIyTPqSJsGlWjnzatZkQZpJAVmOnNJDhsXLAsSzfvzkTctjqJrwnthuzRprXnYbUrhlaRAwqmBrwurlfkiKNxslGmFbBHbKbYvvqFJJUEGBYPcdG kbnIRlEihsyhJP UfNdUiQW,17:08,21:57,272,5027.1
372,Kellen,1935-07-27,1926-11-02,302.78,AQkcEpQREFhxVCQZsrSkCjgpaVZRGxbTEDDXHirgGNVCRfYRALbnfZJhDN pnwcUucotyXPkFbnaZGGZqvIvGTucXatjlGqayOvTOIQjXAwIcNzWBwIcDvdCka rrRVyzqUmKBgQEXwhqYMvHqONSXHGujgD,23:43,21:35,273,6907.46
373,Rebeca,2006-04-28,1986-12-12,294.33,hgFgDEINezIKAgOjcYesRiYsfuBFudZxJGOCvtTfVxvyhuEiFcfJMZqKcbJEGaDgVqlBLiMwFEsZAMjBPerzmNhGikaCiSEgCTGmRdPBgukfgKYLvydZcwPrJoKAmezXIGxHwIlwFbgWMSZWxSSYYPGihAnbcoIIyWGdNCpdEcDhRK,07:57,22:12,274,7290.95
374,Consuela,1986-04-19,1930-05-31,419.43,SkCHQTDmCru mbUTKGFhpVLnpbEroiOzuqNYoqZGgBytQqsJHNYwsCSJekaaXgovoHlGOvhHnablPxVYYMxacftoKPTmVkQMjOYtzSOLDXpyULyZJUabCHmsMvSQuuKaxTgdWu,22:51,21:15,275,8886.52
375,Henriette,2019-06-08,1914-05-23,470.04,fXLJhpgjndbpdEmNYijOIaorrRyFvmaBmUlMVdCTCSmDMzlPoeMvpdlNOiDGQozwRgaZqUEQMxmkADuYwaokHwiezbKqxyOGQyEPjqoSZmIgLtRCphfhowfoIoSSHzNCqpBqOtwMcGUNBciBQJKzfbsNgRmKkIIEKCCWZgvwlmpofitiliyDpgIwPBTgQeFOEkeCbcqLfFZJG,20:48,04:00,276,5287.9
376,Codie,1917-12-15,2017-07-25,749.73,bJoffjevmGQCClJUGVJqrdnTqJiOpdMMcKF IEuVKCaSBzfSjNWHuDTWJAgCEefTtfSuLgGzkViRPlvVMIhFxQwuhJQdcuPkQFmyIfeTyfjzjkRWQvoJnPQVcAAcRrcziDKdDnbQNuJmBkMKZForwAPUoa,3:22,22:36,277,8821.52
377,Corene,1912-06-28,1994-02-04,196.83,TnDzLITybXAqIzhghGcM JXPuANYhPUqhsGIDkPnDGwHnJDFvTMVsvDYijYFmGZhnJpZnFAbsIqIVthU aAuVzMjgNpGIeNxQzVyKjXBMIunBLAJbMXNLnaOSZZAtqxhNAb yYUzOGbrMTUj G ZnkgxdKqhXnWvSpeEGtnjjLqoDChOAiZeJtUm,20:20,21:03,278,4486.61
378,Chandra,1989-07-11,1975-10-31,572.36,vYFjMDENrBzTgMmszb xvHnIvNOBtGDYmzNEGylLbHKRFcrdOdXdmcieBkRiCVjhtHWROLBqygiShRcAngu fLTkPv KMqBojXMjxgwZfeZPESiGomuGXtMvPbSXIkWslJcWXxHmHPDgsVdkYRxnBHQyXtBNYeLRPyoorNorxeHAdWTIuvTqcTVF,11:37,11:28,279,8890.26
379,Katharina,1903-08-14,2002-09-25,865.41,ZOdxnPYaSctyzPDAgKTzEDea pMEhlCYPXczPYtgNieMVFmZovxmZbAhDMvxkPkfeBFkFZSyLSCzKmTGuYTtOCwxaoFLsxZBGOqBynZhQhyYhYdgOqVYKvUoFlrfsdsD StvUrMVGRVeZAUVFGUfOO iLb,23:21,16:04,280,5118.46
380,Eolanda,1911-12-26,1901-09-25,878.6,XGbWiKZuHtxAz cAGzBZUBKWMEMnXOzZTKdHQzZMSArXqrnr ayhKQNtTAizuIovaiQHqDOIyOJjHWQhNYC yXAiJMExnPsUJnzlliWYhKayRPtecnbmSFBkCOcfDtYFhathMkTPJLHCDIpveobIdKsXowAiOzilqw,8:30,21:09,281,2746.52
381,Melodie,1926-02-19,1986-09-14,279.14,nGgEjuWJSrORNwnOPdjIoYupZMwzkrAazloZuibkDgqvCRZE bhrePQASgApuXvzBjzVcOxgZNcXMMWnYRYLJqTOqeDawxrXAJvhfWlH exIHqAiSOFcazdVczjHmuyqcrrtUQNNjXUKkaAQUHfpMehotvDSkwkgYwAXAosBknXDtesDoCHQKGBqoKKUPQxtClfppauCVXvoW,22:19,21:51,282,5044.88
382,Cyb,1994-08-21,2016-11-16,730.54,mJXAHhkjZSHchKuFmUWfGcmApQFIgHjGvcBcKJkdXpocu JuzjnTdORUepXUiXgdecyZZkGJKMVYlZXHrEbAuxHoHmfSkFYwagEhSAodxWPrknCTcbSuCLPQA KhvAoaqiExdvCfLeKRuEvpJkkvbdghtWUuksTiHHsozzBhglpYWhQLYlmJtUtoemMVrpkSsuCWhaecdYdLGZeGmImjaRfwLSAXZXCgqbcMvEMCisyP,23:31,22:23,283,9858.12
383,Gerianna,1934-01-10,1985-11-23,160.91,IAtpQePGwMBbOLvOJIfdMPbIuwFNAeFSebwiFlwhocaALPSEQscgOFQlGjwbODmqINTXKQPJugYEWvRkUAYfqNRnFnWppBsSPpWYjlYwXeSkohbjjONdnVSZdY WRqkxceBvNZxjzkepWLGaUHeldnjtuFitKmakAxYgGoinjOhCHSgkjOGygvAwgwcEJW XCyDOeNlFyMPscSYezwxKoxWvnpDRCROvYYvUpNqqNKChXdlaukvPzBtCX,1:50,14:38,284,6038.8
384,Clary,1907-04-28,1973-11-27,35.64,VEfLvXHhZcGRDDvNkiUcBtCDtvZbYPcwonIwzhDXUejlwNzgDBpmEuucYrxfjajbuBOSpwNGgmFdEO zwgyuflzrPFVZJmLemLifyLLLfMdLwxYBrmUcyUJscAz CllhAqFjdjAHFfzvOsCDUnTZQFbXUtMB PQtYsNKPFNrJAQeUWCeBEqvHsRRRpWNy IdbABTxAZcfcUv,22:07,20:32,285,8257.39
385,Ruthe,1982-08-18,1997-01-21,438.1,wiaMxsMtTgCUhxmVyiQndqL SUSSVHEGzVKYltfVZytyjINYoBRmJLKxfSIRXsfObztkhSOVSQXHEbmsLdkEAEHBGczzZZoeDXYHoNtDUMdtGnd uuxaoDrkMFM blrJcrxweXjNfOrqxtlRqJmBYFRBRJHVLJCirTKyOPuSdONwiPHcyJcpHNPzYajSEhwNbtDAO waWuBnreNM,8:12,0:40,286,8423.6
386,Ida,1973-06-16,1958-06-13,698.84,NQzXDVpXAZKQyttuglAoDmqLeaMct lrhVtyTYHYGpESZbDxUNwHXZVVIgsrVEMhYZPAFRVcJwpNNuEsJWslWOSRSdzDHdHSUogLaufpiswuzZocDHTkvqxoRddxhjFxuhQokTjIDjACCashNupWmjsbNRVvnIwXqxf dMFvPHdyxErVcVZHpOHPBwSFEsybxJJocIFRanetT SqYJwkGLzUJrf,20:46,22:51,287,3322.18
387,Bernardine,1950-01-24,1918-03-30,272.12,MmmHg bu AyAMIZBaGIWCBhFRcztAQHTUrFlLenCYLhjdvMMMMpxagDXflMO EgIKwlPsFuFIRaVzYeervMgaJRjobinRpKQQHNoatklHHGHxbhieUrrjlMbdksALaqnUMfMmbVwDAPKUflyeIMMhHvNMafgsb VMeTXxcqvhuriweHNcJJDBEVHCzhKIOBQquMnwLOjyCqFqlHc,14:14,21:33,288,8110.58
388,Gretal,1998-01-23,2001-11-24,303.71,LzBRIIDhgZMjXkkykyqkQkbYiaeCYOehUoDjRcVCDKnfzyjGcLm WehNaQAvwSFrTKiiNdUOB rPRtXeGApwPFADyHwx sHdFIPvjwaMpFWXlcgQNOdOdkvltYuWArXECkcREmvONtvVEMXQnwTpljSXIafhTXp KPYnrFrGSxvpoYRygDenggJuMHMh DoBpPpgtiDknQzbrOGCKDFZNf,9:02,20:20,289,4382.02
389,Nicoli,1921-08-16,1981-12-20,612.13,hjMbxdBatIMZGU   nO soeVZNElgshvMmxWsiGTiWLoFumFqoAuKJWSyIvisszfBYubMJEuEDWNOcodSIdxOAusLesuRDEVryORemglHNYWFIuLfkyEgTJpMFnvcxHDoyEFAnxRuZwmYtrqGNiDhiTRDHLftmLiTTOht,06:15,11:21,290,9044.04
390,Aryn,1907-05-12,1924-06-19,689.56,FsBOdMyxGGLCPCTRwgjeDogv QMoxhGbblsoSquGSG YgPvLkAHoKutayMpdfGZoJxAQpSDgJbBKDyKOAyUcnGSqCmdzidijcIClHYPtcPBQrumeXoxUWERpLoKazehTO yySamvJZVlLdXKVtTQQqAHWcmHbWWzSL prjAPREGaXVYxOTdFrznsAg S bpdKb oAaLTDjzWLlS ntwVmxU vSetlcrmtrqN,21:49,05:26,291,6599.67
391,Teddie,2018-07-12,1980-09-12,966.94,EcBGmAkObygsIFnUvrMljqkqURKQXJzCOfXmbwwGniwMpcXfRsVukOIsVkjfcY OmtWicJFdFyelKprqvcdtvPZqPMUlC nTAFOPnQoTOGIAkdoXPDUwTjzxWJFsmMoieejVtPBO EgjshuDw jrtqR oXxMzjBpgdOhpGcxJkOmiYcCNPVKWPjeNnzVOcfkIQBofVDaTiBywjMus QdLBGreReKX,10:21,21:05,292,1251.94
392,Evaleen,1949-03-18,1900-05-28,803.7,CZMIJNDZlObmoDOWBAVJZ EryNTxifhaPRRdqqZEofwjVBJATBKghCPBJQZPStEMMvxWJzgBsAVeLhJJZQHAUoPeBZVMAgJEBINfsMSdOLQjOzjGxqlnJGWijrqymBrPfCkSrYbFqZVtpvpkQvuiwGliqfnjwGovmiytNpBqeAMLdpefBaqgWRzqXmkWBXgdDwmIgtmETT,21:59,9:48,293,8712.21
393,Anestassia,1915-09-13,1926-09-09,97.75,dEMWHKkzqPTIFizYfPNUkoExqHleWZqDdjbnpYIRNwUE tA KWEskiqSFxqziJXyDEUGBxVGXAqjkurnNz DAxtlLuUqOAXEZwGVKkebVTjjlFiVBNiCXxBzXxiaesOXsaUvJEPzjjOpvBJaHaBj  ZVxcZLXhlpKGWJRYVKFXOHgEAwuyokWH,11:18,21:36,294,6600.66
394,Carree,1960-05-13,1991-01-17,656.13,JULtXohpuFEJNUQSCpZWUljd wbuLFvwtwIybUzmXETtrklmGzfozrzyfvawSnkjkMqgPF ScXadwRXzzkPOSFanZADzUkOXRhqtwdHQhFw arxOOqtXolFGvJaNBUHkePHtBpqFOJqtabsfKnMpZZKQUxTxzygIrI,00:04,20:34,295,8909.62
395,Cristine,1915-03-04,1995-04-10,1.5,WCWMCLTjEIHLADSndYPbvfPAYarPJsgsHToxpJwINGqsEcyajqrPTQDXYnyJOBUCKK SnCVVajfoMTeKlopQjfJugfeVZLbhIzlvUOItXPxTipgyeNxLuefyfiQXHatZyqAWVLgCAzYEQtkAfjEdJNbhrJortofDjLfDOzyDGvUZwjqXOjCokhZhcOOyPDTSyPHGRtaSopNIhTkQgmsc WolFHNxOofjHYSlSHQMkmoYczun,23:32,12:38,296,6881
396,Linet,1953-09-21,2000-05-16,136.98,HLXZbrLqmfhxUutv jTAkUQxnnaKDMDMuVxxGEalkaVCgXCtcICkFDlsQqXBSWFUwMNuoizdkfyRYsYxxfCrEqxXeyvhZmhmakXyxPBFt eMARl fdNEKtqslSbmsJRK,12:29,21:38,297,5883.89
397,Rosanne,1961-05-20,2001-02-24,421.23,AWcoWcmuqMluudvttESShZaWaZoikpCejcLoAaF KqqbvhArKexVfoAQrIUOtaaOwHTQTnwiHJyZpMrWjjj TnMGQSLJJAmQBw VA wWcUrObrcFFhDnCDPlmuIxAnCKiOhTyEggaX,7:26,16:44,298,7933.81
398,Kaja,1998-03-16,1929-10-15,285.21,Kqb GSGEWMtgEyQzsuVBfyappqPBMYpYGvUHYnrJNLHfcnjvDIARqJTifAztcjRBwvwncEOQzQOFiObSKunALropJyDEFOjJDgnuZeZRuAzcAqMglHcwoZaiIQEHhTulOrYsRbZqhrvMIo IkvxUhRCcvwykx TqxxvzfBaauTuRcqTz zNaUMeQ,11:30,22:29,299,3863.39
399,Siana,2004-01-15,1924-05-24,279.15,ZiflDPcPMfCmbjFuQIndSTwmlwAZgowfQJGmCUhORBgzeGTaQXSCbjPCmmTWKPFnvAhIxTQcnfnRNTdbPLPOQvYzxhnIyusoQediuEPCPvrVaDfSLAHhEXtXFKVXzGSsDbAXfVcxsMpHURpJJAQkxNJAKUMnFainLRWavaUPIMMDKwSZSbzQDOkDVfGqtyjPnGyBsQVWqZtTuYaYGwBoJuWvR KSON,10:35,12:22,300,8212.51
400,Annora,1961-08-20,1901-04-25,756.63,PAcQJmids tFlHPXxicCueRLPpzRdASotyNd ldvxgckOAmGGcUIqLXWmYLnWyIdWRtrEFZhbKRVIbjghuecKcyBcovJyJUmQxF eDTEOCyGzsigSsuPq FgVNTMQnmJGgYhQfuagbcJ GmfnVvGyEjvsjWiVYGdSXiirkxiKLluOyelVYnHmxOpiadPrxaQoObUUmTXZlSdZsWcoQpvj bclOPq,21:20,22:44,301,1757.09
401,Stephanie,2004-05-02,1937-07-31,815.33,cMqyUCZScdKpuKsAogCBdNItoiOAwUhNaQkrheePBakCojucihCVzOWjjiWDXzdSICRnUaQhvjUaKRnfAOziyGNcEWLqgcjoJQohSdJedrJScDGVMeQiVTbhzWUDlBbVGxFhtOBxFA DYmkqlmToyTs,8:49,10:05,302,9991.6
402,Letizia,1964-02-15,2007-06-28,104.92,NbbyQQVOjeBPkClydJFRwpxNeD wSlO PAVcjSYgKajimjJgeDrYlgRyDQwwhEITpohrxNWbNiyqakPYdOCQiXmlzxafTQeHMnMvKetWmlOtaHNtBgAuURiZgLXhtafLaHjFUAmdhCloaPznFuwamIZIgrrDIfkUAklAhsXRu HKNjVhLNtDTRzhQNawZIWUTpWULLPpqxofmhisUwRSAFvcXckSjBrYaCUSNluZQEgztHG SpFtkfYgxFu,07:00,20:03,303,2121.8
403,Jacenta,1909-01-18,1969-06-07,617.55,WajpTaxZOSetpzblPqpErNsLk ofxQwgJVtdCqRYtRWxKUQl CqQBJpRlDpjslROqkMOFdNlCQkLOQqgbmqmDPZtvlyYtfxNNvOZdQMZowphAFrOGdzleXighqTSrBmEynnWiEqSfNohvEPVclfGyXqoeerughqZzgEnZZgCehzixsWJLcIlAHhQezxWUoaDKIwQiVPIceMYrnHvH nqmbijSlMUrSNKK,7:01,21:50,304,8462.13
404,Shirlee,1907-03-19,1934-07-06,558.73,u oDUdhGGWiwoNtL YvmmdQLxSXySHcYwKAMHKhMWFuhuzldjerJXkHGKDEGIkJNoQreVbyebzLZLVLbmRrrICfLeeqCwEhSeIkEeGMwUqKcIGiUgaqPzUhDEdZrnJAxaIJIAvbzEpbTCiREjPuEQghBffnQkySTHLmUhgCQqPtIleACRTXi,14:03,20:41,305,4265.9
405,Marline,1914-01-22,2004-12-04,213.77,UDajEEARqUNegJKnLdTBffXnxYf HEftCoxuMQeIPPxUojsTPziEQc WGXBOAAaoAoJzxdbhHXI DGHNzXpXCmUpqJpIlNlbSCBTbuEYFpJkhmFEhvOZCbFIfvTusAsRUtXOlqCCzclVfXGgVpAhsGglOQGYUtumrXDsgXMIZoiAaxjAXMgoWbQgvXaUFmupNXCObuZZyuz nNYDTwGCKfesdVnsunosprexXKwUSaVYl v,22:13,23:20,306,6544.37
406,Paule,1905-05-17,1940-04-04,591.55,vKRAnUWfSnrQUrLlVXiOeYyeZAUArziYlAGDERNdADMJbRgsmWJFVktpaYRWsitQuZJLllUoBRAkeLDnrvbcSsval aRpRBDQwfmipcQADggBEsIXVbQPsYFS XbahuiRNfKuTFsQTzUjQTZVHnspXGzmtXo quRJblujqqIBcYxCgJhOruhlvOOcjOFgNbqhyGdrRNwJKQhJClmkhgywpTtpUciOvhtgKpkLNtQAlSaLgkAZVbKgWN,21:11,08:29,307,5115.78
407,Calla,1988-07-31,1990-03-15,379.97,xqUuenxutHWwEKEqLooFirBpLztCBF CjnWnMpKsgaDVHkote T gEsxTGEMUlxlwiMNHpFowpgIJTnfTEkHUcZODpraeNsKUyyITxBmFLByZYoRQepqs  OKjhBVAZTowacBsF SkfOqEAZvOHd jTcIrvNcusrZmtoVcGsTfUWrMv lSaDQvEVTpuhvomjTdaGSqDzcltpiQfLKMdev,23:59,20:38,308,3900.75
408,Sherrie,1947-05-30,1963-05-21,414.97,wKtFODnmvbeWYMKJfWwCyABxOkdAIdmWBcxZTrUuppgkbILLzNqipmQRKlhSGafOGvvEVqjKpGlgYUZRsuMMldArQLpNHGwIfzHjvAuUhXhOtxAuSRPLeWbofHelFyTpYLTGWPXVs rfIZgusyZkMLFibrnfDXRFsPXLQFMAmyFwMbmKYsYwTUGkMZNXroaSwwcISdzHzDWFxbAHMRJTcQzPeDtPxbRLEunhYjMBCIzRqkbphpcrhU f,07:53,08:30,309,6792
409,Clary,2006-10-04,1901-07-20,372.74,sVCDg GxUljIFZPJzTQwqZNsTMSUJYmeDcDEyzQdMpMnuYOkLswNSzOYZAWk MoRcxopLmtPhqlrMWdtQqgsDPReToaWTBPZxXhCTPFtaIlmnKGDLCZrRNnyniBTJiubWZ vldZAuWCPAyEeJSZFGc FehzjiJRkYiDzmRcGgSPYJgCVNxZHGWDaYc oeSPygUvQfdMQItVEUNLNQRAjJBG,17:13,2:07,310,1411.3
410,Jany,2002-08-04,1951-02-18,162.4,fPJmlezowaiHWUldJlrjamODkScazEdslmatqLBrUXyvlZFaHxXEwtbRcjzxHlndMuABXjKxxHmUemIvGpXFkQlxzBsGOvYyrUwRjHGTFCeMLtliUSvIINUUvhHqNZwrnDcOGaTtcOfFsDpLhpVGqKmvjlc Vt FIXcRMfgraTEjxMA OIznuibcKoW,22:39,22:57,311,3953.31
411,Rori,1960-12-16,2012-09-03,379.81,QpilJMlsQjncItmDAuPodT PWugXUFRQjigluQDmrxPLriSWccKSMvfGycdiHiGabOcTPgRjVMkZmCwc JLvoCmVXmnhsjmKxrugngUCDzeOgvgTTajHUOwvafIhkwqeoZlAzF fIVZKNYGWpbobDMTEHqThNgOrLlucqNrdlwoixIb,23:39,22:30,312,5415.85
412,Pierette,2019-07-14,1961-04-16,816.39,kuSELjhzjRjBGTPOECELITvXSacnfQJvTPTWzdruWMVgfJnPhZRykppPziUEeMOQHemvZvuMqOGVYUMcMKxdNHDSFDhd rqMPiNwYVrtLrPdSp ibCFZgihqUxUTqZyPMhqkCAWxgwWLexcKaSSwRfNIGwwhqtFVWCYEuYdnUutrU kdtzkYeTfGADad,15:38,3:03,313,6298.45
413,Britni,1983-06-08,1975-06-05,908.83,oWjxyqJGaNJCHuVWTxoyHllhwMqBiBEsawiLPMjdDUoeLyHkJLRRfOLGpCdgwQljKmNFgVVQNqxWEwTHk jxVMXwKbNMLrkhGhKxZphywxzGBvMVlwHHecZwm TfMFRruwBqPyCtrVRPfxnISoUiilKfqtFcJsjcjl,23:28,22:43,314,6672.27
414,Joceline,1916-01-21,2003-07-10,630.57,IrH iOmNAooeyEpkKVRnzdwtDqSCiZqWdlmdSHmTKaZPQunjGCCMBRHTYykZkEebRYqUKDKtXrRHdM  mvMepLgiEkmh frPerkPZcRUrLnCLGmRhnItWilHwhUzrMbYPiwMFtUJJntOVUnkAGaSfeqcCTJNtMmkNV,22:28,5:07,315,4481.15
415,Imojean,1976-08-26,1925-11-08,715.62,JxFwfQcRZXuhcJevDqAUDvdwqdXksfTvmpyVRYeCPzyXvdIIwqrtHhBaDvZUKGuCU  rVKIZMRKCqyjKGzePyGCYykEHNCWDMlVhgbmFhZZBLC Mw UruZztE nSBMnm ZyxyqNVyTaWTQeimIzoE,6:39,20:34,316,3293.99
416,Jacquetta,1917-10-27,1903-10-17,246.64,rbOsFrriaVHtKxtm VsPHafdENpLaczlPkfpFp HIyKYVrfZfmsKbUgUaDwVeoZXhlidDvmOciQVdEMqKwjdAoQpGaPCJBC Bz ipaMiTsSndEPgvToCjzJalqDBHCthilXzDlCYvUEbmsjghdYcFpdnwqefhzn lqrOoMXgssMQmUgDCdTUxxqxbxPMqFbjUfYV xCnsArgGiQPiyUOfx,20:53,3:16,317,3521.32
